Mr,Arridano,Brisebois,0485 40 59 42,267, Lambrechtstraat,9473,Welle,30,9,1971,Pulithey,mae7Peibu7o,ArridanoBrisebois@teleworm.us,50.981817, 3.97942
Mr,Gilles,Rossignol,0470 10 40 48,21, Luchthavenlaan,6870,Mirwart,16,12,1974,Hadoestabut,Iel8eeB2,GillesRossignol@rhyta.com,50.128665, 5.344669
Mr,Felicien,Cuillerier,0492 67 81 42,412, Rue de la Tannerie,7041,Havay,3,2,1990,Dideentele1990,Moo8thoosei,FelicienCuillerier@rhyta.com,50.404905, 4.08412
Mr,Nicholas,Caouette,0481 99 80 03,88, Hauwaart,3670,Meeuwen-Gruitrode,20,2,1991,Therplis,iaV6ooth,NicholasCaouette@rhyta.com,51.083153, 5.631937
Mr,Cheney,Ducharme,0479 55 48 83,497, Route de Botrange,8840,Staden,7,2,1980,Frivelly,tiec0Olum,CheneyDucharme@jourrapide.com,51.035928, 2.920403
Mr,Romain,Grivois,0480 17 21 28,110, Kerkstraat,8791,Beveren,11,5,1961,Oldideady,zainaiK9phohy,RomainGrivois@jourrapide.com,50.854932, 3.39715
Mr,Marsilius,Descoteaux,0497 93 17 73,436, Bessenveldstraat,7870,Montignies-lez-Lens,13,4,1980,Becampar,Aer1cheig7,MarsiliusDescoteaux@teleworm.us,50.520961, 3.909096
Mr,Ray,Lemelin,0497 70 79 08,301, Kapelaniestraat,7621,Lesdain,5,7,1954,Couren,taJ8seiy,RayLemelin@teleworm.us,50.523423, 3.56016
Mr,Burnell,Bilodeau,0482 15 76 30,120, Rue de Birmingham,3590,Diepenbeek,19,4,1959,Oace1959,joo4Ieci,BurnellBilodeau@armyspy.com,50.878223, 5.497296
Mr,Barry,Bienvenue,0474 56 39 25,320, Rue de Fromelenne,9000,Gent,18,10,1965,Witify,kohru4Ahw,BarryBienvenue@dayrep.com,51.014153, 3.671121
Mr,Verrill,Bonami,0476 48 36 56,56, Westdorp,6700,Toernich,26,6,1997,Hilows,ui0Ithei,VerrillBonami@armyspy.com,49.654654, 5.719851
Mr,Saber,Goddu,0488 17 56 36,103, Rue Haute,9190,Stekene,11,1,1956,Fress1956,ohch2Net6,SaberGoddu@dayrep.com,51.294709, 4.052498
Mr,Loyal,Lachapelle,0485 26 80 97,460, Route de Neufchateau,8587,Helkijn,15,2,1957,Anksat,Phu0zuaph,LoyalLachapelle@dayrep.com,50.74717, 3.418174
Mr,Alexandre,Petrie,0488 25 82 22,317, Raas van Gaverestraat,5332,Crupet,16,9,1984,Racclut,chooNga3Ohy,AlexandrePetrie@rhyta.com,50.291731, 4.965795
Mr,Warrane,Henrichon,0496 75 25 80,433, Avenue Emile Vandervelde,6250,Roselies,24,1,2006,Warnamille,lashahTai4,WarraneHenrichon@armyspy.com,50.463449, 4.65157
Mr,Granville,Lauzier,0491 52 16 97,193, Rue du Cornet,7941,Attre,30,5,1972,Hations,iquie4aeV7,GranvilleLauzier@teleworm.us,50.51947, 3.906926
Mr,Raymond,Fecteau,0474 62 38 69,64, Rue du Vert Galant,5650,Pry,21,2,1995,Andeep,Eeche3eu4,RaymondFecteau@teleworm.us,50.358898, 4.549097
Mr,Olivier,Barrette,0473 27 94 94,64, Heuvenstraat,8904,Zuidschote,2,10,1957,Haturnmay,Nao7ieNinai,OlivierBarrette@teleworm.us,50.900826, 2.912457
Mr,Forrest,Fournier,0482 48 37 84,380, Rue du Centre,9230,Massemen,16,9,1998,Frichis,rie8Ca7wei,ForrestFournier@jourrapide.com,50.915456, 3.847065
Mr,Somerville,Ruel,0473 55 03 43,77, Rue Jean Lorette,4890,Thimister,22,7,1958,Satte1958,CeivahTo5,SomervilleRuel@rhyta.com,50.598253, 5.792807
Mr,Chandler,Frappier,0491 66 17 87,305, Aven Ackers,5032,Bothey,28,3,2002,Ressuffe02,rihaij1Oo,ChandlerFrappier@jourrapide.com,50.498435, 4.652745
Mr,Gabriel,Ruel,0481 78 49 41,76, Sur les Tailles,5620,Florennes,17,7,1994,Theessale,ABiehuo7k,GabrielRuel@jourrapide.com,50.288559, 4.729462
Mr,Fortun,Frappier,0488 14 38 77,181, Rue des Campanules,4163,Tavier,11,4,1966,Majece,eaLa9shie,FortunFrappier@rhyta.com,50.564041, 5.519894
Mr,Xarles,Garreau,0483 29 11 63,158, Ramselsesteenweg,4990,Lierneux,26,9,1952,Hous1952,hoor1Oozei,XarlesGarreau@rhyta.com,50.300149, 5.676163
Mr,Orville,Arsenault,0489 64 46 62,196, Place Fayat,4351,Hodeige,25,3,1966,Whicer,theiPoa2m,OrvilleArsenault@dayrep.com,50.675142, 5.360957
Mr,Talon,Bolduc,0497 18 64 45,42, Rue des Taillis,6060,Gilly,29,4,1983,Boares,TeiKovi8Ai,TalonBolduc@armyspy.com,50.477415, 4.350154
Mr,Charles,Bertrand,0476 65 84 83,132, Blancefloerlaan,6700,Bonnert,28,1,2003,Theltorither,waeQuich2,CharlesBertrand@rhyta.com,49.744837, 5.843134
Mr,Alain,Lapresse,0493 22 01 98,117, Tiegemberg,1320,Tourinnes-la-Grosse,18,11,2004,Suchown,xahc5Uv3a,AlainLapresse@rhyta.com,50.828979, 4.722548
Mr,Chandler,Grimard,0476 88 82 34,440, Poolse Winglaan,9572,Sint-Martens-Lierde,28,10,1960,Poters1960,VuG6aoth9,ChandlerGrimard@teleworm.us,50.859942, 3.798206
Mr,Lowell,Vadeboncoeur,0486 13 43 45,278, Eikstraat,5000,Beez,12,4,1955,Whorele,EiW7aijee,LowellVadeboncoeur@rhyta.com,50.527876, 4.875927
Mr,Gill,Fecteau,0489 94 72 99,133, Rue du Commerce,9800,Wontergem,17,5,1955,Ganig1955,ZahphoG6n,GillFecteau@armyspy.com,50.916859, 3.608838
Mr,Rule,Narcisse,0487 72 50 48,209, Rue Fouramont,6986,Halleux,30,8,1993,Priny1993,Chieth4A,RuleNarcisse@teleworm.us,50.194151, 5.545831
Mr,Yves,Guimond,0491 87 25 42,45, Rue du Stade,8600,Beerst,19,7,1971,Nersese,phahX4Aeg5,YvesGuimond@dayrep.com,51.045992, 2.960811
Mr,Nouel,Fremont,0478 99 86 24,101, Rue des Buissons,7540,Rumillies,7,4,1985,Thespery85,aiz5Faehu,NouelFremont@rhyta.com,50.571355, 3.378617
Mr,Yves,Parmentier,0498 92 31 65,409, Machelsesteenweg,9790,Moregem,10,12,1951,Houl1951,eipae8Ietae,YvesParmentier@jourrapide.com,50.845078, 3.685477
Mr,Lowell,Galarneau,0487 91 25 70,214, Maskenstraat,2560,Kessel,26,9,1963,Disawn,diefoipuoL3,LowellGalarneau@rhyta.com,51.183276, 4.723826
Mr,Yvon,Moquin,0487 67 69 82,105, De Veurs Comberg,4950,Waimes,3,3,2003,Woureet,Toovoo1wee,YvonMoquin@armyspy.com,50.412466, 6.194058
Mr,Joseph,Lapointe,0480 43 15 85,408, Rue de Sy,5572,Focant,19,11,1957,Ockywhe,Iepafa6ooh,JosephLapointe@jourrapide.com,50.194836, 5.106928
Mr,Claude,Barrientos,0481 96 88 52,317, Kapelaniestraat,6800,Libramont-Chevigny,29,7,2006,Petiany,Giesub2thi,ClaudeBarrientos@dayrep.com,49.902896, 5.325862
Mr,Senapus,Fongemie,0478 29 28 49,440, Stationsstraat,2222,Itegem,9,3,1993,Quission,Yeishipah0,SenapusFongemie@rhyta.com,51.084736, 4.813495
Mr,Percy,Chatigny,0498 60 14 31,11, Rue des Laderies,7031,Villers-Saint-Ghislain,26,3,1983,Rectur,VeeGh6eiyoj,PercyChatigny@rhyta.com,50.388421, 3.895571
Mr,Gauthier,Ruest,0496 74 23 99,145, Sur les Tailles,4181,Filot,4,2,2007,Enalland,cai5ieXeegh,GauthierRuest@rhyta.com,50.354345, 5.572128
Mr,Latimer,Neufville,0489 80 32 59,265, Rue de Berloz,1325,Corroy-le-Grand,12,6,1979,Hateardideft1979,Aixo2airie,LatimerNeufville@dayrep.com,50.692831, 4.813014
Mr,Faustin,Marcoux,0474 83 26 02,322, Rue Leval,9890,Semmerzake,22,9,1991,Hicend,IiyahNa2Ei,FaustinMarcoux@jourrapide.com,50.874426, 3.689191
Mr,Amaury,Richer,0472 53 25 71,261, Rue de Baras,7333,Tertre,22,7,1950,Propis,shohJ7equo,AmauryRicher@teleworm.us,50.486427, 3.881312
Mr,Alain,Lereau,0472 23 37 30,217, Rue des Buissons,3700,Rutten,24,7,1981,Evending81,Icie0uu8ping,AlainLereau@dayrep.com,50.731088, 5.334862
Mr,Serge,Gosselin,0483 54 86 72,390, Amerveldstraat,2540,Hove,9,10,1975,Duche1975,ahrei6Ha,SergeGosselin@armyspy.com,51.107232, 4.391251
Mr,Denis,Lamare,0470 99 58 48,92, Berkendreef,9140,Elversele,26,5,1957,Havingert,phaeW5tieR,DenisLamare@rhyta.com,51.225589, 4.294062
Mr,Jesper,Gladu,0490 94 96 33,425, Rue Leval,9200,Schoonaarde,1,5,1983,Wortim,oozi5Oa0,JesperGladu@jourrapide.com,51.147312, 4.138726
Mr,Pinabel,Cloutier,0484 82 94 21,178, Lange Elzenstraat,8900,Brielen,8,5,1959,Haveran,EiNgei2Ai,PinabelCloutier@armyspy.com,50.812707, 2.930102
Mr,Agrican,Cadieux,0481 35 19 65,117, Rue Haute,8630,Steenkerke,25,12,1996,Whasuff,chuh5hamaeG,AgricanCadieux@rhyta.com,51.091166, 2.69449
Mr,Marcel,Faure,0494 24 64 29,247, Rue du Centre,9230,Massemen,16,8,2004,Onjusy2004,TeQu7cae,MarcelFaure@dayrep.com,51.04248, 3.833437
Mr,Aleron,Routhier,0481 53 29 58,113, Pierre Delannoyplaats,7730,Estaimbourg,22,2,1970,Thiskes,uezo2Aequ,AleronRouthier@dayrep.com,50.806637, 3.337759
Mr,Courtland,Lemieux,0499 99 63 84,130, Kapelaniestraat,7860,Lessines,31,8,1978,Anderem,ki8Oox3eex8,CourtlandLemieux@rhyta.com,50.673709, 3.913252
Mr,Searlas,Morneau,0485 25 73 22,133, Jagerij,3630,Mechelen-aan-de-Maas,4,5,1980,Beeforgent,EiFe4eiyeeF,SearlasMorneau@jourrapide.com,51.074168, 5.745104
Mr,Gilbert,Michaud,0495 64 09 78,231, Raas van Gaverestraat,6120,Cour-sur-Heure,21,2,1968,Therstaid1968,ooW4quae7,GilbertMichaud@dayrep.com,50.382159, 4.429441
Mr,Ray,Landry,0484 79 10 41,214, Kapelaniestraat,9700,Leupegem,4,8,1957,Dartakifinee57,ieY6Phiech,RayLandry@dayrep.com,50.832739, 3.670098
Mr,Mercer,Desforges,0495 11 63 67,358, Rue du Bois Colau,9400,Okegem,29,1,2005,Thomand,heuzaiDo3a,MercerDesforges@dayrep.com,50.815388, 4.149211
Mr,Brice,Rouze,0495 75 20 66,179, Rue de la Rulles,6870,Saint-Hubert,5,4,1993,Sheming,Uvaig5ethae,BriceRouze@armyspy.com,50.066867, 5.250744
Mr,Xavier,Beauchesne,0484 73 33 16,318, Westdorp,3300,Tienen,25,6,1960,Clow1960,Uu9Loox2Ish,XavierBeauchesne@armyspy.com,50.85887, 5.022624
Mr,Fitz,Marquis,0486 71 82 95,404, Rue du Bois Colau,2250,Olen,4,8,1996,Oback1996,ajee0Ohh3puw,FitzMarquis@armyspy.com,51.19598, 4.784185
Mr,Bevis,Gadbois,0479 17 04 46,410, De Veurs Comberg,9950,Waarschoot,25,5,2003,Natted,Nahfaenge6,BevisGadbois@armyspy.com,51.068648, 3.603044
Mr,D'Arcy,Savard,0486 62 86 76,280, Maskenstraat,2560,Kessel,30,1,1970,Suce1970,Aixud1wed9,DArcySavard@armyspy.com,51.204074, 4.693139
Mr,Ernest,Duplanty,0473 45 76 98,293, Industriestraat,9170,Klinge,15,12,1978,Thericir78,Pheech2chai4,ErnestDuplanty@rhyta.com,51.216978, 4.119331
Mr,Maslin,Durand,0477 60 81 58,43, Strepestraat,7890,Lahamaide,8,1,1982,Nobled,oofoh3Choow,MaslinDurand@jourrapide.com,50.79821, 3.637862
Mr,Mayhew,De,0492 91 98 47,177, Tiegemberg,5670,Treignes,22,3,1991,Sibrom91,fibaev9Uph,MayhewDeLaVergne@teleworm.us,50.133177, 4.760723
Mr,Avent,Rouleau,0490 22 16 96,16, Schoolstraat,6220,Wangenies,18,7,1992,Inceed,auThohs5,AventRouleau@rhyta.com,50.408696, 4.47477
Mr,Charlot,Desnoyer,0478 36 58 03,42, Lange Elzenstraat,4020,Bressoux,11,6,1996,Covis1996,aiwah4Och,CharlotDesnoyer@teleworm.us,50.697253, 5.633556
Mr,Pierpont,Bernard,0475 69 99 52,259, Berkendreef,7890,Ellezelles,20,2,1962,Thisfiggo,aT1ox2jae,PierpontBernard@armyspy.com,50.800442, 3.644746
Mr,Roslyn,Lachance,0494 37 77 67,332, Populierenstraat,8511,Aalbeke,9,12,1996,Fromen,Xa6IedeiliJ,RoslynLachance@rhyta.com,50.839507, 3.327846
Mr,Prewitt,L'Anglais,0488 39 17 87,296, Rue Bouhouille,1703,Schepdaal,21,1,1969,Labitchisiol,tie8Ia3wohCh,PrewittLAnglais@jourrapide.com,50.777838, 4.338526
Mr,Burnell,Cliche,0477 73 83 69,95, Amerveldstraat,7624,Howardries,30,8,1987,Althe1987,quee5ohKe7r,BurnellCliche@armyspy.com,50.468738, 3.437599
Mr,Guillaume,Lavoie,0488 94 60 98,3, Rue de Fontigny,3740,Rijkhoven,17,5,1967,Tivervat,phi8eYee2,GuillaumeLavoie@rhyta.com,50.973302, 5.508129
Mr,Gano,Briard,0484 46 63 31,146, Rue Camille Joset,8755,Ruiselede,7,6,1991,Sacent,tiopheL8yaT,GanoBriard@armyspy.com,51.101958, 3.375136
Mr,Seymour,Doiron,0481 30 86 54,307, Rue Grande,9860,Balegem,10,2,1999,Bition,oeLohr2Th,SeymourDoiron@rhyta.com,50.877175, 3.839519
Mr,David,Benjamin,0476 73 09 45,382, Ringlaan,7190,Ecaussinnes-d'Enghien,4,11,2004,Cortuld,Aitai4Ohch,DavidBenjamin@rhyta.com,50.600394, 4.254688
Mr,Turner,Sirois,0475 79 36 20,351, Berkendreef,9790,Elsegem,17,4,1995,Prots1995,Eitaeshah0Kai,TurnerSirois@jourrapide.com,50.872292, 3.586401
Mr,Satordi,Boncoeur,0492 58 59 02,307, Industrieweg,5310,Branchon,24,3,1997,Reares,Foh0oor9,SatordiBoncoeur@teleworm.us,50.690166, 5.019499
Mr,Chandler,Desroches,0486 32 02 39,146, Rue Leval,2223,Schriek,30,8,2005,Makepichat,Aeph3Komaes,ChandlerDesroches@armyspy.com,51.244508, 4.689552
Mr,Ganelon,Perillard,0471 99 08 34,356, Amerveldstraat,6900,Humain,24,1,1956,Haddep,Viadei4sh,GanelonPerillard@armyspy.com,50.27217, 5.374282
Mr,Platt,Lanctot,0480 34 40 55,61, Rue des Buissons,3454,Rummen,10,9,1998,Thenery1998,ieh5siSol,PlattLanctot@jourrapide.com,50.974167, 5.153872
Mr,Jacques,Louineaux,0479 11 49 67,95, Luchthavenlaan,4577,Modave,13,8,1983,Mithat,of3ue0Ohn,JacquesLouineaux@jourrapide.com,50.562314, 5.318006
Mr,Victor,Plourde,0487 67 66 96,270, Route de Botrange,8691,Stavele,11,1,2002,Thoromem,utahth9Quu,VictorPlourde@armyspy.com,50.917531, 2.81389
Mr,Philippe,Gamache,0480 78 38 76,394, Rostsestraat,5504,Foy-Notre-Dame,13,2,1983,Whountess,yahRahf3umou,PhilippeGamache@armyspy.com,50.35017, 4.848424
Mr,Satordi,Paiement,0470 86 99 06,344, Rue Basse,6240,Pironchamps,18,12,1992,Juticappithe,ahn4booQu,SatordiPaiement@dayrep.com,50.342382, 4.543756
Mr,Donatien,Grimard,0477 25 68 83,180, Rue des Tanneurs,7090,Petit-Roeulx-lez-Braine,10,12,1961,Pasto1961,Iow2chaquoo,DonatienGrimard@teleworm.us,50.558574, 3.956376
Mr,Peppin,Desnoyer,0494 70 88 75,297, Route de Neufchateau,9571,Hemelveerdegem,4,11,1996,Kiny1996,EetohBai9,PeppinDesnoyer@teleworm.us,50.851124, 3.879372
Mr,Felicien,Cuillerier,0483 84 07 26,129, Rue de Fromelenne,3600,Genk,11,4,1999,Commoodle1999,Hei3UghuuBoh,FelicienCuillerier@rhyta.com,51.030633, 5.607015
Mr,Raoul,Leduc,0480 38 06 49,220, Rue de Fromelenne,4851,Gemmenich,21,6,1956,Crinteme,taiChif7U,RaoulLeduc@rhyta.com,50.733211, 5.993975
Mr,Prewitt,Beauchamp,0499 72 98 11,5, Grote Baan,8572,Kaster,29,11,2006,Ervand,oCh8chew2,PrewittBeauchamp@teleworm.us,50.736079, 3.400338
Mr,Florismart,Girard,0475 68 00 32,218, Amerveldstraat,5560,Hulsonniaux,27,3,1989,Agied1989,deeteePh8,FlorismartGirard@dayrep.com,50.291786, 4.985579
Mr,Channing,Devost,0480 76 98 86,43, Rue de Sy,6440,Fourbechies,13,5,1965,Pase1965,ih3ees4Eeng,ChanningDevost@rhyta.com,50.008945, 4.253693
Mr,Latimer,Bonsaint,0483 78 46 52,257, Rue des Honnelles,8610,Zarren,1,2,2006,Pecto2006,nee2OoseiNg,LatimerBonsaint@dayrep.com,50.998236, 3.009391
Mr,Roland,Coupart,0478 70 08 51,160, Perksesteenweg,7812,Moulbaix,5,3,1973,Somew1973,HahF3quoj,RolandCoupart@dayrep.com,50.535833, 3.692665
Mr,Ranger,Goudreau,0473 69 75 43,146, De Veurs Comberg,7784,Waasten,24,7,2002,Tworivent2002,ooyi1Aujoob,RangerGoudreau@rhyta.com,50.672936, 2.923659
Mr,Xavier,Joly,0490 39 84 78,143, Langestraat,1370,Jodoigne,23,10,2007,Preggly,AiC5voubu3,XavierJoly@armyspy.com,50.740784, 4.964881
Mr,Iven,Lachance,0495 53 33 68,216, Rue de Fromelenne,1470,Genappe,7,5,1974,Roatt1974,Heeng3qui6ei,IvenLachance@teleworm.us,50.652244, 4.503453
Mr,Cheney,Charrette,0490 76 90 45,128, Passiewijk,4121,Neuville-en-Condroz,28,6,1974,Liciriand,thu1Rai4thah,CheneyCharrette@rhyta.com,50.591358, 5.610382
Mr,Montague,Deniger,0498 98 73 64,424, Rue de la Tannerie,5370,Havelange,18,3,1968,Sitses,Henai8ohsee,MontagueDeniger@jourrapide.com,50.403906, 5.275434
Mr,Onfroi,Reault,0488 52 30 45,268, Oostjachtpark,7020,Casteau,26,5,1951,Theref51,he2Ohwuph,OnfroiReault@dayrep.com,50.431733, 3.891122
Mr,Serge,Simard,0483 56 32 68,286, Rue Basse,9850,Poesele,12,1,1972,Youltaides,uh7Ahraush,SergeSimard@rhyta.com,51.056616, 3.6298
Mr,Bernard,Lafond,0476 92 66 77,130, Prinsenstraat,9880,Lotenhulle,21,6,1968,Rustook,ieF1See1,BernardLafond@armyspy.com,51.011356, 3.422039
Mr,Sumner,Bazinet,0473 40 89 34,364, Rue Bois des Fosses,8840,Oostnieuwkerke,28,2,1970,Boxiou,ieSh9Au4,SumnerBazinet@jourrapide.com,50.918381, 2.972164
Mr,Bertrand,Blais,0474 35 51 61,268, Machelsesteenweg,6674,Montleban,12,7,1965,Docconat,Nadohr7ohroo,BertrandBlais@teleworm.us,50.236303, 5.867804
Mr,Norris,Charette,0492 88 26 90,470, Rue de la Tannerie,5370,Havelange,11,4,1994,Mards1994,Need8rieko,NorrisCharette@armyspy.com,50.482295, 5.248858
Mr,Zacharie,Bler,0496 14 65 56,388, Route de Neufchateau,7830,Hellebecq,9,2,1984,Accen1984,Ue0coe9ie,ZacharieBler@armyspy.com,50.671262, 3.974798
Mr,Robert,Lamoureux,0476 45 62 80,175, Blekersdijk,3440,Dormaal,29,9,1977,Perainchis,ua3Ameidie,RobertLamoureux@rhyta.com,50.791905, 5.0772
Mr,Verney,Petrie,0478 71 44 53,90, Rue de la Rulles,7330,Saint-Ghislain,28,11,1966,Lifulty66,ohng1Xaelie,VerneyPetrie@armyspy.com,50.431301, 3.780028
Mr,Xarles,Patry,0478 62 65 21,63, Lange Elzenstraat,3840,Broekom,8,8,2005,Suallible,aezis4Eoth,XarlesPatry@jourrapide.com,50.771417, 5.458959
Mr,Avent,Auberjonois,0487 97 25 65,340, Blancefloerlaan,4317,Borlez,6,12,1960,Ophintand,va4eeW4je,AventAuberjonois@teleworm.us,50.654613, 5.329933
Mr,Fabien,Duplessis,0479 13 40 67,456, Witbakkerstraat,8793,Sint-Eloois-Vijve,17,3,1998,Mormand98,Lohk9ieFu,FabienDuplessis@jourrapide.com,50.967285, 3.453785
Mr,Vincent,Chartier,0496 74 41 81,82, Rue Haute,7090,Steenkerque,25,10,1963,Equaidell,oowuSh9ohn,VincentChartier@teleworm.us,50.489134, 4.030323
Mr,Matthieu,Marcoux,0472 45 50 32,67, Rue Leval,5630,Senzeille,10,1,1961,Arehiscied,ooVuiy2oh,MatthieuMarcoux@dayrep.com,50.251244, 4.341523
Mr,Xavier,Gaillard,0488 51 52 50,325, Rue de Sy,6464,Forges,4,4,1975,Heamose,thaM2aiMeina8,XavierGaillard@dayrep.com,50.054575, 4.367304
Mr,Marmion,Lebrun,0476 71 88 08,230, Rue des Ecoles,5070,Vitrival,27,11,1999,Ofteremsery99,Uh6diet1ie,MarmionLebrun@teleworm.us,50.429293, 4.698427
Mr,Leroy,Boisvert,0493 46 89 51,92, Luchthavenlaan,2400,Mol,22,2,1997,Ramessanies1997,joX2be8ieV,LeroyBoisvert@teleworm.us,51.270878, 5.162518
Mr,Gill,Roussel,0480 41 52 06,266, Netelaan,8670,Koksijde,5,7,1985,Nehopeemes,del3IeXu9tigh,GillRoussel@dayrep.com,51.101224, 2.717799
Mr,Ferrau,St-Jacques,0477 59 06 80,24, Strepestraat,4600,Lanaye,29,9,1976,Proder,ochaezo4Ien,FerrauSt-Jacques@jourrapide.com,50.8572, 5.659715
Mr,Royce,Riel,0479 22 18 51,95, Witbakkerstraat,8880,Sint-Eloois-Winkel,6,3,1981,Swerown,Ohk8aiLa9x,RoyceRiel@rhyta.com,50.897584, 3.237933
Mr,Gaetan,Rivard,0473 50 69 73,202, Molenstraat,6560,Solre-sur-Sambre,1,4,1961,Thempt,aePh5chub,GaetanRivard@armyspy.com,50.231437, 3.999836
Mr,Christophe,Migneault,0474 96 39 35,2, Excelsiorlaan,8760,Meulebeke,11,7,2003,Daree2003,wiighoo4Fe,ChristopheMigneault@rhyta.com,51.026287, 3.259427
Mr,Tabor,Raymond,0483 54 45 98,248, Alsembergsesteenweg,6640,Nives,29,8,1986,Arand1986,WaYah7voo6oh,TaborRaymond@rhyta.com,49.941767, 5.500529
Mr,Platt,Coudert,0472 24 16 09,219, Jagerij,9402,Meerbeke,11,10,1995,Epre1995,yuxah6ieHoo,PlattCoudert@jourrapide.com,50.768329, 4.072961
Mr,Mallory,Poirier,0497 82 65 48,235, Rue du Bois Colau,5350,Ohey,4,7,1975,Numed1975,ru2aer0Oa,MalloryPoirier@jourrapide.com,50.342149, 5.170371
Mr,Burnell,Lamontagne,0470 89 27 49,263, Rue du Monument,2030,Antwerpen,27,2,1991,Cours1991,deexa5uw0Kah,BurnellLamontagne@rhyta.com,51.28265, 4.433516
Mr,Henri,St-Jacques,0485 16 11 46,198, Heirstraat,6030,Marchienne-au-Pont,15,2,2005,Dwrity,oojae1Bain,HenriSt-Jacques@dayrep.com,50.358527, 4.411688
Mr,Hamilton,Pinneau,0498 23 29 39,430, Rue Leval,4100,Seraing,2,3,1994,Stalithe,aiweeMie4iF,HamiltonPinneau@jourrapide.com,50.597613, 5.541246
Mr,Zdenek,Perreault,0471 43 47 61,238, Amerveldstraat,7950,Huissignies,8,4,2007,Hisled2007,Aiyaich6Ee,ZdenekPerreault@armyspy.com,50.530942, 3.760977
Mr,Tanguy,Mouet,0490 20 23 49,218, Stationsstraat,9506,Idegem,22,1,2006,Hoove2006,iufeiHaph7o,TanguyMouet@rhyta.com,50.870071, 3.854846
Mr,Gabriel,Dionne,0472 88 99 90,445, Nieuwe Baan,7320,Bernissart,13,3,1968,Coguld,Wah4aedahMah,GabrielDionne@teleworm.us,50.517753, 3.677165
Mr,Tristan,Davignon,0483 21 76 96,271, Jagerij,9402,Meerbeke,17,9,1954,Yourte,atheing3Eegh,TristanDavignon@jourrapide.com,50.775546, 3.941282
Mr,Chandler,Adler,0482 75 95 93,86, Rue du Commerce,3020,Winksele,12,7,1970,Gremeaunk70,AhNge3ohh,ChandlerAdler@rhyta.com,50.847095, 4.61647
Mr,Nicholas,Gladu,0483 42 98 63,190, Berkendreef,5080,Emines,2,3,2001,Yage2001,ooX0saxe1,NicholasGladu@armyspy.com,50.463211, 4.77753
Mr,Astolpho,Charlesbois,0499 23 32 37,123, Kerkstraat,9700,Bevere,11,7,1951,Daint1951,iejoo4iD,AstolphoCharlesbois@teleworm.us,50.917405, 3.534505
Mr,Xarles,Laderoute,0474 28 95 36,127, Touwslagerstraat,9060,Zelzate,10,11,1961,Hartur,ahTie3eel,XarlesLaderoute@rhyta.com,51.139034, 3.725763
Mr,Jean,Garnier,0499 88 56 57,490, Kerkstraat,8691,Beveren-aan-den-IJzer,21,12,1994,Thiped,aet1Iegh0ei,JeanGarnier@armyspy.com,50.943215, 2.679631
Mr,Dominic,Lessard,0494 70 89 12,312, Populierenstraat,3930,Achel,5,1,2007,Faber2007,ea4olee7Ie,DominicLessard@teleworm.us,51.213831, 5.496499
Mr,Yvon,Faubert,0492 71 52 38,220, Berkendreef,4750,Elsenborn,31,1,1967,Drut1967,aiwuGho7ex,YvonFaubert@jourrapide.com,50.36795, 6.064583
Mr,Xarles,Douffet,0475 96 61 79,336, Eikstraat,5000,Beez,1,3,1959,Nong1959,oolae7aaZ2Oo,XarlesDouffet@jourrapide.com,50.442916, 4.938846
