Delit Flamand, Rue des Taillis,424,2275,Gierle,0488 40 21 48,13/8/1954,DelitFlamand@armyspy.com,Whimsood,yia1she8Oer,51.237641, 4.889171
Amélie St-Jean, Prinsenstraat,148,3360,Lovenjoel,0485 72 61 33,27/12/1967,AmelieSt-Jean@armyspy.com,Woned1967,Xo0EeB7ze,50.945337, 4.781146
Nicolette Saurel, Rue de Genville,495,4860,Pepinster,0481 25 78 01,10/2/2007,NicoletteSaurel@dayrep.com,Lagreand,iox4eBou,50.682543, 5.863817
Élisabeth Labrosse, Rue des Laderies,374,4520,Vinalmont,0473 81 59 87,9/5/1960,ElisabethLabrosse@dayrep.com,Thist1960,OhphieJ8wie,50.62833, 5.243803
Brier Loiseau, Machelsesteenweg,334,8560,Moorsele,0483 91 55 30,5/11/1955,BrierLoiseau@rhyta.com,Themnioncy1955,hai0Sae9eu3,50.773756, 3.24603
Margaux Forest, Rue de Fontigny,429,3202,Rillaar,0496 32 57 15,17/6/1994,MargauxForest@teleworm.us,Bossuppy1994,cuPherah6,51.054849, 4.759522
Romaine Brault, Lambrechtstraat,57,5100,Wépion,0476 69 01 62,9/11/2001,RomaineBrault@armyspy.com,Siltard2001,noo6Veel,50.53475, 4.780903
Ermengardi Plourde, Rue de Virton,26,7730,Evregnies,0482 74 52 83,29/1/2007,ErmengardiPlourde@armyspy.com,Mustur,Io2aebu6U,50.627712, 3.292708
Constance Brunault, Heirstraat,165,1495,Marbais,0490 44 14 63,29/9/1994,ConstanceBrunault@jourrapide.com,Thiste,wiquov4Thae,50.593317, 4.553657
Blanche Bernier, Rue de Bouillon,96,7830,Graty,0491 98 19 92,12/7/1983,BlancheBernier@jourrapide.com,Deverfelle,IeSaerij3ee,50.637611, 3.981307
Fantina Létourneau, Booischotseweg,112,4357,Jeneffe,0498 94 10 19,27/9/1980,FantinaLetourneau@jourrapide.com,Whorned,re1inguveeB,50.720165, 5.333987
Favor Gabriaux, Linieweg,279,1380,Lasne-Chapelle-St-Lambert,0475 59 31 18,15/3/2005,FavorGabriaux@armyspy.com,Kinatim,dee8rae7Uth,50.619251, 4.5351
Amabella Bernard, Noordstraat,313,5170,Bois-de-Villers,0474 19 00 30,16/3/1994,AmabellaBernard@armyspy.com,Lowleackted,oiXoo1ah,50.45045, 4.96584
Alacoque Laux, Rue du Presbytère,258,6823,Villers-devant-Orval,0493 28 87 25,29/10/2007,AlacoqueLaux@armyspy.com,Lianythe,eebi4Nai,49.687307, 5.298688
Nathalie Laux, Molenstraat,366,8490,Snellegem,0498 94 05 87,7/2/1981,NathalieLaux@dayrep.com,Doomplast,iegieJia9Oh,51.266698, 3.079581
Emmanuelle Paquin, Oostjachtpark,495,5550,Chairière,0494 38 93 67,26/12/1983,EmmanuellePaquin@dayrep.com,Mastakill,ieweeTae0hi,49.936838, 5.114949
Mirabelle Brousse, Rue de Baras,58,3272,Testelt,0478 57 17 96,19/11/1972,MirabelleBrousse@teleworm.us,Letre1972,vaishahMu2,50.911593, 5.003301
Orva Denis, Herentalsebaan,426,1000,Brussel,0485 42 32 43,17/12/1969,OrvaDenis@teleworm.us,Upcout,aeth4Eiv7,50.924895, 4.350769
Afrodille Charrette, Hooivelden,114,9690,Kwaremont,0490 45 71 51,21/8/1959,AfrodilleCharrette@armyspy.com,Wasioure59,Phix6eizoo,50.897761, 3.743282
Lotye Bériault, Schietboompleinstraat,399,5070,Roux,0479 15 68 62,9/10/1964,LotyeBeriault@armyspy.com,Beire1964,eNiop9oh,50.38956, 4.739842
Ancelina Laramée, Lambrechtstraat,389,4840,Welkenraedt,0485 58 90 08,3/12/2006,AncelinaLaramee@teleworm.us,Grosen,ohM3kohy3,50.56886, 5.886408
Cendrillon LaGarde, Tienne à Many,215,5340,Haltinne,0485 57 30 69,12/10/1984,CendrillonLaGarde@teleworm.us,Submiliand1984,aeve5queiVo,50.503655, 5.071005
Élisabeth Chaloux, Maskenstraat,111,3472,Kersbeek-Miskom,0496 20 25 33,7/9/1965,ElisabethChaloux@rhyta.com,Canuttle,Aem0ahQuah,50.876526, 5.165415
Linette Beauchamp, Noordstraat,208,5140,Boignée,0482 60 42 93,27/11/1965,LinetteBeauchamp@jourrapide.com,Andin1965,ya9koDei,50.423807, 4.505492
Leala Bourque, Serenade Opus,24,3840,Voort,0486 81 76 65,7/3/1957,LealaBourque@rhyta.com,Vaccom,Iahoh7Ahc,50.733471, 5.471115
Angelique Bonnet, Rue du Vert Galant,202,5660,Presgaux,0470 11 69 51,27/3/1987,AngeliqueBonnet@rhyta.com,Wasion1987,aeNgae4qu,50.121264, 4.476503
Annette Leblanc, Excelsiorlaan,439,7942,Mévergnies-lez-Lens,0478 31 31 98,2/10/1971,AnnetteLeblanc@teleworm.us,Hisgrat,joGho7Jo7Oo,50.505924, 3.904138
Flordelis Lamare, Rue de Birmingham,35,9890,Dikkelvenne,0492 27 10 25,20/2/1968,FlordelisLamare@jourrapide.com,Sawly1968,Evaevie6za,50.928386, 3.718178
Rosamonde Nadeau, De Veurs Comberg,300,3473,Waanrode,0491 50 63 52,5/3/1956,RosamondeNadeau@jourrapide.com,Mookedis,eithig1ohWe,50.959535, 5.143968
Yolette Perrault, Luchthavenlaan,462,2322,Minderhout,0485 11 30 35,9/6/1969,YolettePerrault@dayrep.com,Friver,ohxai9FahS9,51.439847, 4.674609
Villette Mainville, Rue Bouhouille,53,5070,Sart-Eustache,0496 46 28 58,12/8/1978,VilletteMainville@teleworm.us,Untes1978,tu3gaiV9C,50.444004, 4.69206
Brunella Leclerc, Lange Elzenstraat,451,4020,Bressoux,0494 20 05 64,24/8/2001,BrunellaLeclerc@armyspy.com,Toodn2001,wiepaiQu1ei,50.581873, 5.485744
Halette Ferland, Korte Noordsstraat,136,9910,Ursel,0495 79 66 62,13/4/1982,HaletteFerland@rhyta.com,Trown1982,EihaiKu2oh,51.165914, 3.504692
Laetitia Cormier, Schoolstraat,426,4020,Wandre,0492 48 71 39,25/10/1950,LaetitiaCormier@dayrep.com,Andur1950,ga9Chie5oh,50.629418, 5.504643
Garland Langlais, Place Fayat,79,4162,Hody,0486 39 12 50,12/10/1991,GarlandLanglais@jourrapide.com,Widefirearm91,Wo5Oqu0nee,50.524115, 5.464828
Rosemarie Querry, Rue du Pont Simon,346,7181,Arquennes,0477 60 22 84,9/7/2001,RosemarieQuerry@teleworm.us,Nare2001,aekee2geiTaib,50.635557, 4.357789
Eulalie Barrientos, Rue du Cornet,354,3404,Attenhoven,0483 65 20 06,20/4/1996,EulalieBarrientos@rhyta.com,Comene1996,Xa0huu9g,50.776393, 5.051356
Harriette Arsenault, Rue de la Tannerie,52,3870,Heers,0494 43 14 49,11/12/1978,HarrietteArsenault@armyspy.com,Hicat1978,bah4ait2Mee,50.821333, 5.204434
Roux Boucher, Drève des Bouleaux,253,4480,Engis,0472 91 89 31,30/1/1983,RouxBoucher@teleworm.us,Exclown,ahneep1Nohl,50.617241, 5.399644
Nicolette Leclair, Rue Leval,3,3540,Schulen,0487 56 39 66,15/11/1979,NicoletteLeclair@dayrep.com,Heaver,Loh9oushi,51.017891, 5.148368
